supplementary_data_3._taxa_coefficients_of_the_trained_lasso-regularized_logistic_regression_model.,unnamed:_1,unnamed:_2
1700,k__Bacteriap__Proteobacteriac__Alphaproteobacteriao__Rhizobialesf__Brucellaceaeg__Ochrobactrums__Ochrobactrum_anthropi,0
1701,k__Bacteriap__Proteobacteriac__Alphaproteobacteriao__Sphingomonadales,0
1702,k__Bacteriap__Proteobacteriac__Alphaproteobacteriao__Sphingomonadalesf__Sphingomonadaceae,0
1703,k__Bacteriap__Proteobacteriac__Alphaproteobacteriao__Sphingomonadalesf__Sphingomonadaceaeg__Sphingomonas,0
1704,k__Bacteriap__Proteobacteriac__Alphaproteobacteriao__Sphingomonadalesf__Sphingomonadaceaeg__Sphingomonass__Sphingomonas_sp_FARSPH,0
1705,k__Bacteriap__Proteobacteriac__Betaproteobacteria,0
1706,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderiales,0
1707,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderialesf__Sutterellaceae,0
1708,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderialesf__Alcaligenaceae,0
1709,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderialesf__Alcaligenaceaeg__Oligellas__Oligella_urethralis,0
1710,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderialesf__Burkholderiaceae,0
1711,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderialesf__Burkholderiaceaeg__Lautropia,0
1712,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderialesf__Burkholderiaceaeg__Lautropias__Lautropia_mirabilis,0
1713,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderialesf__Comamonadaceae,0
1714,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderialesf__Comamonadaceaeg__Comamonas,0
1715,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderialesf__Comamonadaceaeg__Comamonass__Comamonas_kerstersii,0
1716,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderialesf__Oxalobacteraceae,0
1717,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderialesf__Oxalobacteraceaeg__Oxalobacter,0
1718,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderialesf__Alcaligenaceaeg__Oligella,0
1719,k__Bacteriap__Firmicutesc__Negativicuteso__Acidaminococcales,0
1720,k__Bacteriap__Firmicutesc__Negativicutes,0
1721,k__Bacteriap__Firmicutesc__Firmicutes_unclassifiedo__Firmicutes_unclassifiedf__Firmicutes_unclassifiedg__Firmicutes_unclassifieds__Firmicutes_bacterium_CAG_94,0
1722,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Anaerofilums__Anaerofilum_sp_An201,0
1723,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Anaeromassilibacillus,0
1724,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Anaerotruncus,0
1725,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Anaerotruncuss__Anaerotruncus_colihominis,0
1726,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Anaerotruncuss__Anaerotruncus_sp_CAG_528,0
1727,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Faecalibacterium,0
1728,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Faecalibacteriums__Faecalibacterium_prausnitzii,0
1729,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Flavonifractors__Flavonifractor_plautii,0
1730,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Flavonifractors__Flavonifractor_sp_An10,0
1731,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Anaerofilum,0
1732,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Gemmiger,0
1733,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Harryflintia,0
1734,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Harryflintias__Harryflintia_acetispora,0
1735,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Pseudoflavonifractor,0
1736,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Pseudoflavonifractors__Pseudoflavonifractor_sp_An184,0
1737,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Ruminococcaceae_unclassified,0
1738,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Ruminococcaceae_unclassifieds__Clostridium_methylpentosum,0
1739,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Ruminococcaceae_unclassifieds__Eubacterium_siraeum,0
1740,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Ruminococcaceae_unclassifieds__Ruminococcaceae_bacterium_D16,0
1741,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Ruminococcaceae_unclassifieds__Ruminococcaceae_bacterium_D5,0
1742,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Gemmigers__Gemmiger_sp_An120,0
1743,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Ruminococcuss__Ruminococcus_bromii,0
1744,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Agathobaculums__Agathobaculum_butyriciproducens,0
1745,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Peptostreptococcaceaeg__Terrisporobacters__Terrisporobacter_othiniensis,0
1746,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Lachnospiraceaeg__Murimonass__Murimonas_intestini,0
1747,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Lachnospiraceaeg__Roseburia,0
1748,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Lachnospiraceaeg__Roseburias__Roseburia_faecis,0
1749,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Lachnospiraceaeg__Roseburias__Roseburia_inulinivorans,0
1750,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Lachnospiraceaeg__Roseburias__Roseburia_sp_831b,0
1751,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Lachnospiraceaeg__Roseburias__Roseburia_sp_CAG_303,0
1752,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Lachnospiraceaeg__Roseburias__Roseburia_sp_CAG_471,0
1753,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Lachnospiraceaeg__Sellimonas,0
1754,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Lachnospiraceaeg__Sellimonass__Sellimonas_intestinalis,0
1755,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceae,0
1756,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Lachnospiraceaeg__Tyzzerella,0
1757,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Oscillospiraceae,0
1758,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Oscillospiraceaeg__Oscillibacter,0
1759,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Oscillospiraceaeg__Oscillibacters__Oscillibacter_sp_CAG_241,0
1760,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Peptococcaceae,0
1761,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Peptococcaceaeg__Peptococcus,0
1762,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Peptococcaceaeg__Peptococcuss__Peptococcus_niger,0
1763,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Peptostreptococcaceae,0
1764,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Peptostreptococcaceaeg__Romboutsia,0
1765,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Peptostreptococcaceaeg__Terrisporobacter,0
1766,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Lachnospiraceaeg__Tyzzerellas__Tyzzerella_nexilis,0
1767,k__Bacteriap__Proteobacteriac__Gammaproteobacteria,0
1768,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Ruminococcuss__Ruminococcus_callidus,0
1769,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Ruminococcuss__Ruminococcus_lactaris,0
1770,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Faecalitalea,0
1771,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Faecalitaleas__Faecalitalea_cylindroides,0
1772,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Holdemanella,0
1773,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Holdemanellas__Holdemanella_biformis,0
1774,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Massiliomicrobiota,0
1775,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Massiliomicrobiotas__Massiliomicrobiota_timonensis,0
1776,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Turicibacter,0
1777,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Turicibacters__Turicibacter_sanguinis,0
1778,k__Bacteriap__Firmicutesc__Firmicutes_unclassified,0
1779,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Faecalicoccuss__Faecalicoccus_pleomorphus,0
1780,k__Bacteriap__Firmicutesc__Firmicutes_unclassifiedo__Firmicutes_unclassified,0
1781,k__Bacteriap__Firmicutesc__Firmicutes_unclassifiedo__Firmicutes_unclassifiedf__Firmicutes_unclassifiedg__Firmicutes_unclassified,0
1782,k__Bacteriap__Firmicutesc__Firmicutes_unclassifiedo__Firmicutes_unclassifiedf__Firmicutes_unclassifiedg__Firmicutes_unclassifieds__Firmicutes_bacterium_CAG_110,0
1783,k__Bacteriap__Firmicutesc__Firmicutes_unclassifiedo__Firmicutes_unclassifiedf__Firmicutes_unclassifiedg__Firmicutes_unclassifieds__Firmicutes_bacterium_CAG_145,0
1784,k__Bacteriap__Firmicutesc__Firmicutes_unclassifiedo__Firmicutes_unclassifiedf__Firmicutes_unclassifiedg__Firmicutes_unclassifieds__Firmicutes_bacterium_CAG_170,0
1785,k__Bacteriap__Firmicutesc__Firmicutes_unclassifiedo__Firmicutes_unclassifiedf__Firmicutes_unclassifiedg__Firmicutes_unclassifieds__Firmicutes_bacterium_CAG_238,0
1786,k__Bacteriap__Firmicutesc__Firmicutes_unclassifiedo__Firmicutes_unclassifiedf__Firmicutes_unclassifiedg__Firmicutes_unclassifieds__Firmicutes_bacterium_CAG_424,0
1787,k__Bacteriap__Firmicutesc__Firmicutes_unclassifiedo__Firmicutes_unclassifiedf__Firmicutes_unclassifiedg__Firmicutes_unclassifieds__Firmicutes_bacterium_CAG_534,0
1788,k__Bacteriap__Firmicutesc__Firmicutes_unclassifiedo__Firmicutes_unclassifiedf__Firmicutes_unclassifiedg__Firmicutes_unclassifieds__Firmicutes_bacterium_CAG_555,0
1789,k__Bacteriap__Firmicutesc__Firmicutes_unclassifiedo__Firmicutes_unclassifiedf__Firmicutes_unclassifiedg__Firmicutes_unclassifieds__Firmicutes_bacterium_CAG_83,0
1790,k__Bacteriap__Firmicutesc__Firmicutes_unclassifiedo__Firmicutes_unclassifiedf__Firmicutes_unclassified,0
1791,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Ruminococcuss__Ruminococcus_champanellensis,0
1792,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Faecalicoccus,0
1793,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Erysipelothrix,0
1794,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Ruminococcuss__Ruminococcus_obeum_CAG_39,0
1795,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Ruminococcuss__Ruminococcus_sp_CAG_330,0
1796,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Ruminococcuss__Ruminococcus_sp_CAG_403,0
1797,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Ruminococcuss__Ruminococcus_sp_CAG_488,0
1798,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Ruminococcuss__Ruminococcus_sp_CAG_579,0
1799,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Ruminococcuss__Ruminococcus_sp_CAG_624,0
1800,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Ruthenibacterium,0
1801,k__Bacteriap__Firmicutesc__Clostridiao__Clostridialesf__Ruminococcaceaeg__Ruthenibacteriums__Ruthenibacterium_lactatiformans,0
1802,k__Bacteriap__Firmicutesc__Erysipelotrichia,0
1803,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Erysipelothrixs__Erysipelothrix_larvae,0
1804,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichales,0
1805,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Catenibacterium,0
1806,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Catenibacteriums__Catenibacterium_mitsuokai,0
1807,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Coprobacillus,0
1808,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Coprobacilluss__Coprobacillus_cateniformis,0
1809,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Dielma,0
1810,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Dielmas__Dielma_fastidiosa,0
1811,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Erysipelatoclostridium,0
1812,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Erysipelatoclostridiums__Clostridium_innocuum,0
1813,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceaeg__Erysipelatoclostridiums__Clostridium_spiroforme,0
1814,k__Bacteriap__Firmicutesc__Erysipelotrichiao__Erysipelotrichalesf__Erysipelotrichaceae,0
1815,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Cardiobacteriales,0
1816,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Cardiobacterialesf__Cardiobacteriaceae,0
1817,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Cardiobacterialesf__Cardiobacteriaceaeg__Cardiobacterium,0
1818,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Sfi21dt1viruss__Streptococcus_virus_phiAbc2,0
1819,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassified,0
1820,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Bacteroides_phage_B124_14,0
1821,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Bacteroides_phage_B40_8,0
1822,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Clostridium_phage_vB_CpeS_CP51,0
1823,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Enterobacteria_phage_HK225,0
1824,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Enterobacteria_phage_mEp237,0
1825,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Enterobacteria_phage_mEp460,0
1826,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Enterococcus_phage_phiEf11,0
1827,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Sfi21dt1viruss__Streptococcus_virus_Sfi21,0
1828,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Enterococcus_phage_phiFL4A,0
1829,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Klebsiella_phage_phiKO2,0
1830,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Lactobacillus_phage_A2,0
1831,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Lactobacillus_phage_Lrm1,0
1832,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Lactobacillus_phage_Sha1,0
1833,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Lactobacillus_phage_phiadh,0
1834,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Lactobacillus_phage_phig1e,0
1835,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Lactobacillus_prophage_Lj928,0
1836,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Lactococcus_phage_P335_sensu_lato,0
1837,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Lactococcus_phage_Tuc2009,0
1838,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Escherichia_phage_HK639,0
1839,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Lactococcus_phage_bIL285,0
1840,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Sfi21dt1viruss__Streptococcus_virus_DT1,0
1841,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Sfi21dt1virus,0
1842,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Podoviridae,0
1843,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Podoviridaeg__Epsilon15virus,0
1844,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Podoviridaeg__Epsilon15viruss__Escherichia_virus_phiV10,0
1845,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Podoviridaeg__Epsilon15viruss__Salmonella_virus_Epsilon15,0
1846,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Podoviridaeg__Kp32virus,0
1847,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Podoviridaeg__Kp32viruss__Klebsiella_virus_KP32,0
1848,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Podoviridaeg__P22virus,0
1849,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Podoviridaeg__P22viruss__Salmonella_phage_g341c,0
1850,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Podoviridaeg__Sp6virus,0
1851,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Sfi21dt1viruss__Streptococcus_virus_7201,0
1852,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Podoviridaeg__Sp6viruss__Escherichia_virus_K1E,0
1853,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__C2virus,0
1854,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__C5virus,0
1855,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__C5viruss__Lactobacillus_virus_c5,0
1856,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Hk97virus,0
1857,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Hk97viruss__Escherichia_virus_HK544,0
1858,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Jerseyvirus,0
1859,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Jerseyviruss__Salmonella_virus_Jersey,0
1860,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__N15virus,0
1861,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__N15viruss__Escherichia_virus_N15,0
1862,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridae,0
1863,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Myoviridaeg__Spn3viruss__Cronobacter_phage_CR5,0
1864,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Lactococcus_phage_bIL286,0
1865,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Lactococcus_phage_bIL310,0
1866,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Neisserialesf__Chromobacteriaceaeg__Microvirgula,0
1867,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Adenoviridae,0
1868,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Adenoviridaeg__Mastadenovirus,0
1869,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Adenoviridaeg__Mastadenoviruss__Human_mastadenovirus_D,0
1870,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Anelloviridae,0
1871,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Anelloviridaeg__Alphatorquevirus,0
1872,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Anelloviridaeg__Alphatorqueviruss__Torque_teno_virus_16,0
1873,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Baculoviridae,0
1874,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Baculoviridaeg__Alphabaculovirus,0
1875,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Orterviralesf__Retroviridaeg__Gammaretrovirus,0
1876,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Baculoviridaeg__Alphabaculoviruss__Chrysodeixis_chalcites_nucleopolyhedrovirus,0
1877,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Inoviridaeg__Inoviridae_unclassified,0
1878,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Inoviridaeg__Inoviridae_unclassifieds__Escherichia_virus_If1,0
1879,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Inoviridaeg__Inoviridae_unclassifieds__Pseudomonas_virus_Pf1,0
1880,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Microviridae,0
1881,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Microviridaeg__Alpha3microvirus,0
1882,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Microviridaeg__Alpha3microviruss__Enterobacteria_phage_WA13_sensu_lato,0
1883,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Papillomaviridae,0
1884,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Papillomaviridaeg__Alphapapillomavirus,0
1885,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Papillomaviridaeg__Alphapapillomaviruss__Alphapapillomavirus_9,0
1886,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Inoviridae,0
1887,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Lactococcus_phage_bIL309,0
1888,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Orterviralesf__Retroviridae,0
1889,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Herpesviralesf__Herpesviridaeg__Macaviruss__Alcelaphine_gammaherpesvirus_1,0
1890,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Lactococcus_phage_ul36,0
1891,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Microbacterium_phage_Min1,0
1892,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Pseudomonas_phage_B3,0
1893,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Siphoviridaeg__Siphoviridae_unclassifieds__Pseudomonas_phage_F10,0
